date;daily_avg_temperature;sunshine_duration;rainfall_duration;avg_air_pressure;avg_cloudiness
19820713;233;140;0;10137;1
19820714;244;105;2;10089;3
19820715;205;84;18;10098;5
19820716;172;62;0;10177;6
19820717;166;82;0;10245;4
19820718;180;147;0;10277;2
19820719;179;106;0;10276;3
19820720;189;91;0;10239;3
19820721;173;29;0;10223;5
19820722;170;54;0;10207;6
19820723;176;7;0;10194;7
19820724;173;3;0;10201;8
19820725;166;22;0;10221;7
19820726;161;54;0;10216;6
19820727;155;17;23;10198;7
19820728;187;86;0;10199;4
19820729;213;110;0;10195;1
19820730;235;79;0;10143;4
19820731;230;107;3;10100;4
19820801;213;58;0;10138;5
19820802;247;122;0;10124;2
19820803;248;115;0;10120;2
19820804;230;95;0;10116;4
19820805;186;0;38;10121;7
19820806;199;72;0;10123;4
19820807;197;52;0;10151;5
19820808;186;13;10;10187;7
19820809;179;52;10;10185;6
19820810;171;106;9;10210;4
19820811;179;105;0;10213;3
19820812;196;111;0;10120;2
19820813;168;25;14;10106;6
19820814;156;93;5;10148;5
19820815;165;35;29;10125;6
19820816;175;5;0;10129;6
19820817;168;56;15;10115;6
19820818;163;14;33;10082;6
19820819;149;121;2;10100;3
19820820;141;101;33;10070;5
19820821;153;25;6;10138;7
19820822;163;15;0;10179;7
19820823;154;35;12;10158;5
19820824;148;37;70;10130;7
19820825;148;29;12;10101;6
19820826;148;20;5;10065;6
19820827;139;75;2;10114;4
19820828;131;43;1;10205;3
19820829;140;95;0;10216;2
19820830;150;52;3;10125;4
19820831;145;15;6;10148;6
19820901;134;22;25;10208;6
19820902;139;104;13;10250;3
19820903;155;107;0;10271;3
19820904;159;82;0;10212;5
19820905;182;62;2;10123;3
19820906;172;3;0;10092;7
19820907;164;4;0;10159;8
19820908;165;23;0;10201;7
19820909;149;71;0;10238;3
19820910;175;88;0;10216;4
19820911;157;54;0;10263;3
19820912;148;39;0;10254;3
19820913;161;62;0;10241;4
19820914;143;70;0;10224;2
19820915;170;92;0;10204;0
19820916;157;59;0;10233;3
19820917;174;82;0;10214;0
19820918;166;35;0;10164;4
19820919;196;91;0;10136;2
19820920;191;34;3;10083;5
19820921;156;2;24;10032;6
19820922;107;86;0;10118;4
19820923;109;57;30;10084;5
19820924;147;52;0;10069;6
19820925;158;0;54;10052;8
19820926;155;6;24;10058;5
19820927;148;83;0;10136;4
19820928;137;76;0;10171;4
19820929;166;66;0;10152;6
19820930;140;0;59;10141;7
19821001;125;50;0;10200;4
19821002;129;88;0;10186;1
19821003;132;9;0;10177;6
19821004;125;62;0;10114;3
19821005;107;0;44;9980;7
19821006;109;31;0;9974;6
19821007;119;0;81;9896;7
19821008;110;5;36;9961;7
19821009;112;11;82;10009;7
19821010;109;-1;96;10086;7
19821011;107;0;37;10059;8
19821012;108;11;29;10015;6
19821013;105;1;57;9839;7
19821014;110;14;24;9837;6
19821015;102;15;54;10048;7
19821016;94;16;11;10097;7
19821017;113;37;35;10028;5
19821018;126;37;21;10066;6
19821019;121;13;10;10167;7
19821020;129;16;0;10151;7
19821021;126;13;43;10101;7
19821022;139;73;10;10014;4
19821023;117;0;67;10055;8
19821024;92;85;0;10191;2
19821025;91;0;0;10194;7
19821026;121;0;0;10187;8
19821027;102;76;0;10275;3
19821028;95;14;0;10321;3
19821029;103;39;0;10318;6
19821030;80;0;0;10302;8
19821031;81;7;0;10258;7
19821101;134;8;0;10235;7
19821102;129;0;0;10252;8
19821103;127;0;0;10255;8
19821104;116;0;0;10235;8
19821105;104;0;0;10221;8
19821106;64;72;0;10128;0
19821107;62;39;0;10022;4
19821108;125;16;51;9947;6
19821109;116;2;0;10046;5
19821110;106;0;28;10144;6
19821111;108;35;0;10221;4
19821112;105;1;31;10090;6
19821113;65;-1;9;10041;6
19821114;55;35;54;10001;6
19821115;35;36;80;10091;4
19821116;52;0;44;10085;7
19821117;71;13;72;10076;6
19821118;103;0;57;10029;8
19821119;85;34;5;10112;3
19821120;76;23;8;10210;3
19821121;73;9;0;10175;7
19821122;70;1;57;10151;5
19821123;92;0;40;10110;7
19821124;91;16;0;10059;6
19821125;80;0;53;10029;7
19821126;64;6;4;10028;6
19821127;45;0;0;10053;7
19821128;35;0;0;10144;6
19821129;31;0;0;10295;8
19821130;26;0;0;10349;7
19821201;3;59;0;10289;0
19821202;1;0;0;10269;6
19821203;20;0;0;10319;8
19821204;22;0;0;10344;8
19821205;38;0;55;10290;8
19821206;36;26;24;10225;5
19821207;26;0;30;10118;7
19821208;75;34;2;10025;4
19821209;66;-1;58;9947;6
19821210;71;2;68;9850;5
19821211;50;9;30;9933;6
19821212;15;7;0;9929;6
19821213;-10;0;0;10067;8
19821214;0;0;9;10138;8
19821215;93;0;44;9942;8
19821216;70;0;16;9932;6
19821217;22;0;56;9908;7
19821218;12;10;11;10000;5
19821219;19;19;38;9984;5
19821220;54;7;11;9803;4
19821221;44;0;87;9849;7
19821222;17;0;62;10021;6
19821223;1;32;1;10163;3
19821224;8;0;28;10197;7
19821225;47;0;5;10245;8
19821226;77;0;8;10254;8
19821227;80;26;9;10210;5
19821228;54;0;2;10268;5
19821229;18;55;0;10356;3
19821230;23;9;0;10372;6
19821231;0;0;0;10320;8
19830101;8;26;37;10230;7
19830102;38;0;0;10255;8
19830103;87;0;156;10159;8
19830104;86;1;90;10110;6
19830105;98;0;31;10124;8
19830106;103;7;33;10144;7
19830107;62;34;1;10224;5
19830108;52;51;10;10291;4
19830109;62;0;36;10284;5
19830110;68;19;8;10317;5
19830111;82;3;0;10316;6
19830112;59;0;0;10270;8
19830113;42;0;58;10149;7
19830114;38;0;74;10053;6
19830115;74;0;61;10034;7
19830116;86;9;0;10157;6
19830117;78;0;0;10167;8
19830118;53;54;5;10105;5
19830119;28;9;9;10219;4
19830120;34;0;0;10348;6
19830121;65;0;0;10337;8
19830122;58;0;0;10377;8
19830123;20;64;0;10359;2
19830124;23;36;0;10308;5
19830125;64;0;87;10287;8
19830126;87;17;8;10294;7
19830127;108;0;8;10191;7
19830128;90;0;39;10149;8
19830129;77;36;0;10112;6
19830130;41;2;37;9988;6
19830131;41;11;94;10029;7
19830201;71;40;59;9918;6
19830202;29;36;39;10174;5
19830203;22;30;14;10229;4
19830204;12;57;0;10289;4
19830205;29;21;86;9976;7
19830206;24;4;41;9891;8
19830207;12;0;19;9993;8
19830208;-3;0;14;10113;7
19830209;-12;0;13;10153;8
19830210;-36;0;0;10122;8
19830211;-16;39;0;10129;4
19830212;-17;38;0;10177;4
19830213;-34;82;0;10205;2
19830214;-32;78;0;10218;2
19830215;-12;62;0;10306;3
19830216;-26;85;0;10351;0
19830217;-8;82;0;10395;0
19830218;-14;86;0;10383;1
19830219;6;0;0;10323;7
19830220;20;12;0;10288;7
19830221;7;81;0;10328;3
19830222;-19;92;0;10350;0
19830223;1;93;0;10316;0
19830224;30;83;0;10290;3
19830225;53;0;14;10199;8
19830226;55;0;25;10089;8
19830227;61;0;68;10102;8
19830228;47;8;11;10107;6
19830301;27;15;7;10188;5
19830302;35;39;0;10300;5
19830303;39;82;0;10341;4
19830304;44;48;0;10327;6
19830305;57;65;0;10324;4
19830306;80;0;0;10272;8
19830307;83;22;0;10280;7
19830308;63;55;0;10260;2
19830309;50;0;0;10226;6
19830310;61;7;0;10227;5
19830311;51;52;0;10253;4
19830312;35;95;0;10293;3
19830313;67;73;0;10193;5
19830314;95;2;21;10103;7
19830315;60;29;0;10120;5
19830316;52;35;0;10210;6
19830317;87;0;71;10202;8
19830318;99;0;25;10211;8
19830319;85;0;108;10162;8
19830320;77;0;46;10154;8
19830321;52;3;30;10055;6
19830322;47;17;19;9997;6
19830323;58;4;98;9967;6
19830324;55;4;0;9931;7
19830325;36;32;67;9981;6
19830326;41;55;38;10017;6
19830327;36;13;83;9982;8
19830328;34;63;1;10039;4
19830329;49;42;30;10086;6
19830330;64;31;60;10021;7
19830331;60;1;27;9996;7
19830401;82;9;0;9996;7
19830402;53;0;0;10030;6
19830403;32;65;6;10042;3
19830404;24;4;19;10001;6
19830405;48;24;56;9965;7
19830406;60;54;51;9924;6
19830407;55;55;16;10004;5
19830408;66;21;41;10014;6
19830409;67;80;0;10119;3
19830410;85;0;37;10071;8
19830411;90;11;24;10035;8
19830412;56;27;93;10151;6
19830413;61;65;0;10262;5
19830414;78;17;14;10250;8
19830415;88;111;0;10253;3
19830416;114;117;0;10144;2
19830417;119;0;38;10010;7
19830418;142;23;0;9976;6
19830419;85;-1;0;10021;7
19830420;101;58;0;10105;5
19830421;95;0;103;10079;7
19830422;100;47;0;10099;5
19830423;116;44;34;10050;7
19830424;107;73;0;10092;4
19830425;110;10;1;10084;6
19830426;115;37;2;10105;6
19830427;89;0;84;10063;7
19830428;97;43;0;10116;6
19830429;104;79;32;10142;5
19830430;117;103;0;10098;4
19830501;111;9;118;9974;8
19830502;92;35;77;10010;7
19830503;80;0;123;10057;8
19830504;84;75;0;10143;4
19830505;97;108;0;10196;3
19830506;128;6;26;10155;6
19830507;127;-1;18;10087;8
19830508;108;44;17;10048;6
19830509;116;23;23;10020;8
19830510;90;96;9;9992;3
19830511;84;11;94;9938;7
19830512;97;31;28;9959;6
19830513;112;58;3;10066;6
19830514;119;63;0;10097;5
19830515;113;38;2;10061;5
19830516;105;0;29;10062;6
19830517;117;34;16;10104;6
19830518;115;39;29;10105;6
19830519;115;46;16;10115;6
19830520;117;61;65;10094;7
19830521;104;0;117;10037;8
19830522;102;33;2;10124;5
19830523;114;87;0;10157;5
19830524;101;0;153;10133;8
19830525;94;0;112;10127;8
19830526;94;0;35;10147;8
19830527;88;-1;1;10154;7
19830528;88;4;72;10103;8
19830529;96;-1;12;10076;7
19830530;110;15;0;10129;6
19830531;174;122;2;10146;5
19830601;192;108;41;10108;5
19830602;144;39;30;10171;5
19830603;155;86;0;10222;4
19830604;176;56;12;10216;7
19830605;151;107;3;10236;4
19830606;142;132;0;10252;2
19830607;176;145;0;10216;2
19830608;188;26;49;10189;6
19830609;166;73;0;10215;4
19830610;152;88;0;10197;5
19830611;149;21;0;10149;7
19830612;163;93;0;10163;6
19830613;153;118;0;10210;3
19830614;134;63;3;10210;5
19830615;112;87;5;10269;4
19830616;108;51;0;10298;5
19830617;116;142;0;10286;3
19830618;154;78;0;10297;5
19830619;149;131;0;10265;4
19830620;197;132;0;10221;3
19830621;222;139;0;10190;2
19830622;239;128;0;10165;2
19830623;221;103;5;10144;3
19830624;207;28;0;10158;7
19830625;179;26;0;10187;7
19830626;177;87;0;10161;5
19830627;146;55;5;10127;6
19830628;144;29;3;10159;7
19830629;150;0;80;10112;8
19830630;147;4;55;10095;8
19830701;141;102;0;10194;4
19830702;153;1;0;10218;6
19830703;161;120;0;10224;4
19830704;184;143;0;10221;1
19830705;222;138;0;10202;1
19830706;217;63;0;10158;3
19830707;222;49;0;10151;5
19830708;222;96;0;10171;2
19830709;218;91;0;10203;2
19830710;239;102;0;10202;3
19830711;259;129;0;10206;1
19830712;233;144;0;10218;2
19830713;174;48;0;10218;7
19830714;177;103;0;10209;3
19830715;224;107;0;10157;2
19830716;230;109;0;10152;2
19830717;235;78;0;10134;4
19830718;198;37;0;10155;5
19830719;177;3;0;10211;6
19830720;150;64;0;10259;7
19830721;164;143;0;10253;2
19830722;208;124;0;10181;3
19830723;211;85;0;10130;4
19830724;187;21;23;10117;5
19830725;211;85;0;10156;3
19830726;214;62;8;10140;4
19830727;200;14;10;10189;6
19830728;180;26;0;10229;7
19830729;191;77;0;10225;5
19830730;195;79;0;10198;3
19830731;239;82;0;10098;4
19830801;186;4;24;10046;7
19830802;140;53;12;10140;5
19830803;142;71;0;10238;3
19830804;163;8;0;10228;6
19830805;156;10;7;10221;7
19830806;155;-1;19;10215;8
19830807;184;76;0;10230;4
19830808;207;90;0;10247;1
19830809;222;120;0;10234;0
19830810;196;94;0;10193;3
19830811;183;130;0;10160;2
19830812;163;46;0;10131;5
19830813;156;34;0;10176;6
19830814;155;26;3;10213;5
19830815;174;124;0;10174;0
19830816;186;53;0;10127;5
19830817;176;0;45;10160;7
19830818;188;99;0;10199;3
19830819;223;113;0;10172;0
19830820;220;105;25;10171;2
19830821;197;56;21;10174;6
19830822;195;85;0;10195;4
19830823;204;87;0;10197;4
19830824;189;80;0;10200;4
19830825;207;90;0;10207;2
19830826;189;107;0;10223;3
19830827;167;84;0;10230;4
19830828;166;32;0;10238;6
19830829;158;68;0;10230;4
19830830;177;119;0;10205;0
19830831;197;115;0;10138;0
19830901;184;0;6;10073;7
19830902;183;49;0;10064;6
19830903;155;2;58;10042;7
19830904;159;40;0;10141;6
19830905;149;39;1;10191;5
19830906;129;73;6;10217;5
19830907;112;104;0;10202;3
19830908;150;44;5;10098;7
19830909;158;2;4;9998;7
19830910;147;34;27;9953;6
19830911;113;10;114;9969;7
19830912;134;37;58;10048;7
19830913;121;58;78;10131;7
19830914;151;3;67;10100;8
19830915;156;28;10;9991;5
19830916;136;28;4;9948;6
19830917;126;10;59;10023;7
19830918;127;0;118;10093;8
19830919;139;79;0;10142;4
19830920;129;78;6;10214;5
19830921;137;14;36;10106;8
19830922;126;67;4;10226;4
19830923;138;101;0;10266;3
19830924;158;50;2;10235;5
19830925;113;86;0;10329;3
19830926;131;98;0;10304;0
19830927;152;22;0;10260;5
19830928;158;18;0;10215;6
19830929;162;88;0;10153;3
19830930;131;20;0;10189;5
19831001;120;52;0;10238;5
19831002;155;9;5;10206;7
19831003;170;4;0;10192;6
19831004;194;79;2;10137;5
19831005;156;67;2;10165;5
19831006;142;33;0;10202;6
19831007;133;10;40;10172;7
19831008;113;1;55;10109;6
19831009;122;8;11;10103;7
19831010;132;0;19;10093;7
19831011;109;71;9;10137;4
19831012;113;14;0;10181;6
19831013;135;71;0;10088;5
19831014;118;54;6;10118;4
19831015;130;23;38;10023;7
19831016;101;30;27;9949;5
19831017;97;10;54;10085;6
19831018;121;0;6;10150;7
19831019;120;44;21;10206;5
19831020;81;12;0;10274;5
19831021;50;71;0;10354;2
19831022;38;62;0;10397;1
19831023;25;63;0;10304;1
19831024;36;20;0;10299;3
19831025;46;29;19;10299;5
19831026;100;0;0;10250;5
19831027;102;22;0;10185;6
19831028;81;59;5;10197;4
19831029;41;83;0;10293;1
19831030;41;36;0;10243;5
19831031;97;43;0;10228;5
19831101;109;0;0;10260;7
19831102;121;22;0;10272;5
19831103;96;55;0;10192;3
19831104;74;44;0;10164;1
19831105;83;0;0;10183;7
19831106;98;0;0;10208;8
19831107;88;69;0;10181;2
19831108;96;58;0;10194;4
19831109;99;47;0;10238;4
19831110;87;41;0;10217;5
19831111;66;0;0;10240;6
19831112;26;69;0;10257;1
19831113;-1;49;0;10277;3
19831114;-23;82;0;10313;1
19831115;22;7;28;10152;7
19831116;63;19;1;10118;6
19831117;41;28;0;10171;4
19831118;14;23;1;10223;5
19831119;59;0;9;10218;8
19831120;58;0;6;10144;7
19831121;29;46;4;10188;4
19831122;26;17;0;10239;5
19831123;18;74;0;10240;2
19831124;0;22;19;10200;5
19831125;102;0;66;10093;8
19831126;124;0;94;9935;8
19831127;104;0;147;9745;8
19831128;79;0;32;10001;7
19831129;57;12;2;10160;5
19831130;28;33;4;10285;3
19831201;-24;68;0;10406;2
19831202;-20;36;0;10388;3
19831203;-17;61;0;10341;3
19831204;-1;54;0;10303;2
19831205;28;55;39;10238;6
19831206;26;24;2;10262;4
19831207;29;0;0;10317;6
19831208;29;0;84;10204;7
19831209;53;0;134;9967;8
19831210;30;29;46;10060;5
19831211;-3;63;12;10172;3
19831212;-24;0;0;10181;6
19831213;-11;37;0;10226;4
19831214;-12;59;0;10174;2
19831215;13;40;0;10074;3
19831216;2;1;0;9997;6
19831217;22;0;0;9954;7
19831218;35;52;21;9918;6
19831219;64;4;11;9854;7
19831220;79;7;16;9910;6
19831221;69;35;0;9930;4
19831222;72;0;46;9980;7
19831223;90;0;6;10037;7
19831224;98;0;45;10093;8
19831225;102;0;97;10078;8
19831226;72;-1;9;10175;5
19831227;75;0;20;10301;7
19831228;98;0;24;10299;8
19831229;77;0;0;10317;8
19831230;56;27;0;10235;5
19831231;61;6;0;10223;6
19840101;90;0;78;10116;8
19840102;76;26;80;10078;6
19840103;59;51;72;9925;5
19840104;38;10;29;10080;5
19840105;32;5;43;10176;7
19840106;49;0;3;10143;6
19840107;57;29;87;10000;6
19840108;40;7;19;10034;4
19840109;30;34;4;10193;6
19840110;27;2;0;10235;6
19840111;69;0;69;10101;8
19840112;44;26;27;10032;5
19840113;64;3;89;9954;6
19840114;56;13;48;9890;5
19840115;31;20;22;10011;5
19840116;55;18;73;10054;6
19840117;55;15;2;10009;6
19840118;33;20;1;10132;4
19840119;-1;0;7;10104;4
19840120;4;63;0;10183;2
19840121;-20;10;0;10200;5
19840122;-30;0;76;10010;6
19840123;-22;0;114;9831;7
19840124;13;1;58;9843;8
19840125;3;58;0;10132;3
19840126;5;0;3;10080;7
19840127;35;14;0;10090;6
19840128;43;0;70;10160;8
19840129;46;0;79;10139;7
19840130;43;7;16;10102;6
19840131;41;56;47;9986;4
19840201;24;0;30;10002;8
19840202;56;0;81;9999;7
19840203;58;0;75;10032;7
19840204;60;4;51;10121;7
19840205;58;45;50;10122;6
19840206;69;0;114;9979;8
19840207;49;24;3;9935;6
19840208;44;21;85;9936;7
19840209;39;76;4;10256;4
19840210;49;30;0;10381;6
19840211;60;12;4;10381;7
19840212;17;85;0;10427;0
19840213;8;86;0;10409;2
19840214;-9;39;0;10403;6
19840215;-24;0;0;10384;6
19840216;-32;43;0;10340;3
19840217;-37;0;0;10313;6
19840218;-22;83;0;10307;0
19840219;-21;78;0;10224;0
19840220;-10;67;0;10150;1
19840221;38;23;47;10117;6
19840222;29;0;15;10141;6
19840223;2;0;0;10231;8
19840224;7;20;0;10308;7
19840225;5;0;0;10264;8
19840226;15;0;20;10166;8
19840227;16;0;0;10126;8
19840228;23;19;0;10159;7
19840229;2;29;0;10166;6
19840301;15;0;46;10115;8
19840302;37;17;80;9965;8
19840303;28;43;1;10061;7
19840304;17;69;0;10251;2
19840305;51;0;10;10304;8
19840306;62;-1;0;10347;8
19840307;54;50;0;10344;6
19840308;28;97;0;10375;3
19840309;12;93;0;10378;2
19840310;16;0;162;10259;8
19840311;45;0;51;10242;8
19840312;44;79;0;10249;4
19840313;28;1;0;10240;7
19840314;35;86;0;10219;0
19840315;36;92;0;10151;2
19840316;22;56;0;10133;3
19840317;24;73;0;10150;1
19840318;24;76;0;10183;1
19840319;31;58;0;10178;0
19840320;29;96;0;10136;0
19840321;29;88;0;10119;2
19840322;27;83;0;10123;3
19840323;42;60;0;10092;2
19840324;64;0;24;9998;5
19840325;71;53;18;9985;5
19840326;69;0;36;9936;7
19840327;72;8;57;9985;7
19840328;82;21;77;9974;8
19840329;53;5;38;10063;6
19840330;46;73;27;10146;5
19840331;36;10;5;10121;6
19840401;23;64;0;10093;5
19840402;29;61;0;10126;3
19840403;25;2;0;10128;7
19840404;36;0;2;10125;8
19840405;32;0;81;10120;8
19840406;48;1;2;10140;8
19840407;47;0;13;10185;6
19840408;46;2;0;10238;7
19840409;54;16;3;10221;7
19840410;50;16;0;10182;5
19840411;62;28;50;10154;7
19840412;63;79;10;10206;4
19840413;64;63;0;10242;4
19840414;95;102;0;10161;5
19840415;100;14;6;10085;7
19840416;61;93;0;10193;4
19840417;59;109;0;10304;2
19840418;66;73;0;10310;2
19840419;97;31;0;10261;6
19840420;114;66;0;10237;5
19840421;134;100;0;10208;4
19840422;137;57;0;10203;6
19840423;109;134;0;10256;1
19840424;139;134;0;10281;1
19840425;142;129;0;10282;0
19840426;121;131;0;10247;2
19840427;102;134;0;10262;1
19840428;95;128;0;10241;1
19840429;92;129;0;10232;0
19840430;114;103;0;10135;3
19840501;92;5;9;10040;6
19840502;101;17;0;10048;6
19840503;112;29;8;10082;7
19840504;114;24;5;10113;6
19840505;118;52;0;10134;5
19840506;87;0;39;10166;8
19840507;77;76;1;10215;6
19840508;77;101;2;10233;4
19840509;68;19;32;10222;7
19840510;68;0;0;10196;7
19840511;77;63;0;10221;5
19840512;92;89;0;10247;4
19840513;110;18;0;10223;7
19840514;124;87;0;10129;4
19840515;124;4;0;10027;7
19840516;128;58;0;9991;6
19840517;105;0;49;10032;7
19840518;116;81;0;10097;5
19840519;108;106;0;10060;5
19840520;113;32;57;9992;7
19840521;98;0;110;9949;7
19840522;111;20;58;9997;7
19840523;99;0;41;10056;7
19840524;121;47;14;10028;7
19840525;95;-1;0;10034;8
19840526;114;1;0;10044;7
19840527;118;3;61;10056;7
19840528;112;0;0;10079;8
19840529;112;0;50;10073;8
19840530;138;30;0;10086;7
19840531;145;141;0;10112;3
19840601;133;39;18;10075;5
19840602;146;72;0;10110;6
19840603;142;1;46;10054;8
19840604;105;0;123;10036;8
19840605;119;46;8;10076;6
19840606;122;25;20;10096;7
19840607;118;0;85;10056;8
19840608;117;7;0;10106;7
19840609;123;99;0;10175;6
19840610;139;74;0;10222;5
19840611;128;76;0;10272;5
19840612;143;108;0;10255;4
19840613;151;-1;0;10211;8
19840614;136;32;35;10198;6
19840615;128;70;0;10244;5
19840616;129;67;0;10237;6
19840617;150;67;0;10230;6
19840618;169;95;0;10266;4
19840619;188;93;0;10268;2
19840620;211;93;0;10174;3
19840621;164;115;0;10118;4
19840622;141;0;60;10101;8
19840623;124;82;15;10133;5
19840624;118;52;19;10172;6
19840625;133;12;43;10165;7
19840626;151;114;0;10222;5
19840627;153;75;0;10171;4
19840628;121;53;0;10146;5
19840629;117;39;13;10144;6
19840630;109;50;15;10170;5
19840701;124;108;0;10192;5
19840702;124;14;23;10147;7
19840703;116;5;11;10224;7
19840704;124;1;19;10249;7
19840705;137;70;0;10251;7
19840706;134;70;0;10236;5
19840707;173;124;0;10207;1
19840708;216;143;0;10151;1
19840709;214;113;18;10117;3
19840710;178;38;35;10140;6
19840711;176;32;14;10106;6
19840712;177;81;0;10157;4
19840713;167;63;8;10148;6
19840714;147;29;51;10112;7
19840715;136;6;77;10091;7
19840716;140;32;18;10167;6
19840717;142;18;0;10210;7
19840718;157;2;7;10200;8
19840719;146;7;0;10212;7
19840720;144;0;0;10222;8
19840721;149;16;0;10211;8
19840722;144;113;0;10220;4
19840723;149;40;0;10228;5
19840724;152;143;0;10214;2
19840725;142;37;0;10202;6
19840726;147;12;11;10231;7
19840727;160;15;8;10249;8
19840728;162;0;16;10211;8
19840729;189;124;0;10169;2
19840730;242;116;0;10095;3
19840731;219;68;4;10116;6
19840801;180;76;3;10216;5
19840802;157;10;43;10180;6
19840803;178;24;6;10146;6
19840804;181;76;0;10165;6
19840805;164;24;29;10169;7
19840806;154;97;0;10214;4
19840807;156;14;0;10183;5
19840808;169;39;7;10200;3
19840809;174;97;0;10233;3
19840810;160;43;0;10217;6
19840811;158;39;0;10190;7
19840812;189;92;0;10195;5
19840813;190;76;0;10175;4
